FlightDate,Reporting_Airline,FlightNum,TailNum,Origin,Dest,CRSDepHour,CRSDepMinute,CRSElapsedTime,Distance,DayOfWeek,Month,Season,DepDelayMinutes,ArrDelayMinutes,IsDelayed15,Cancelled,DelayCause
2023-12-14,AA,3819,N273H,PHX,MIA,10,0,363,2724,3,12,Winter,-10.0,-9.0,0.0,0,
2023-09-05,DL,4958,N969D,BOS,SFO,7,0,198,1570,1,9,Fall,4.0,7.0,0.0,0,
2023-05-12,F9,377,N771E,ORD,EWR,9,15,222,1576,4,5,Spring,43.0,40.0,1.0,0,NAS
2023-09-20,AS,2680,N577G,BOS,LAS,7,45,331,2420,2,9,Fall,-2.0,-9.0,0.0,0,
2023-09-16,AS,3239,N286H,LAX,DEN,8,15,212,1619,5,9,Fall,3.0,-2.0,0.0,0,
2023-10-08,B6,2669,N801E,CLT,DEN,8,0,104,699,6,10,Fall,-5.0,-9.0,0.0,0,
2023-09-07,NK,2190,N181A,EWR,MCO,8,45,305,2361,3,9,Fall,4.0,5.0,0.0,0,
2023-09-22,DL,5983,N659G,DFW,PHX,9,45,250,1981,4,9,Fall,68.0,62.0,1.0,0,Weather
2023-08-03,DL,4852,N818A,MIA,SEA,10,0,310,2344,3,8,Summer,-4.0,6.0,0.0,0,
2023-08-03,UA,5680,N602F,MIA,LAS,9,45,202,1479,3,8,Summer,0.0,-18.0,0.0,0,
2023-10-09,UA,2263,N182F,BOS,ATL,9,15,206,1455,0,10,Fall,-0.0,-3.0,0.0,0,
2023-11-16,F9,2709,N459D,ORD,CLT,9,15,225,1690,3,11,Fall,1.0,4.0,0.0,0,
2023-01-18,AS,485,N331F,ATL,ORD,8,0,262,1951,2,1,Winter,-5.0,-14.0,0.0,0,
2023-12-13,AS,3665,N680E,MIA,DFW,7,30,86,651,2,12,Winter,-3.0,-9.0,0.0,0,
2023-01-02,WN,2881,N357B,ATL,EWR,7,30,77,526,0,1,Winter,-7.0,-9.0,0.0,0,
2023-01-01,UA,1367,N667B,DEN,BOS,8,30,42,266,6,1,Winter,3.0,2.0,0.0,0,
2023-10-31,AS,746,N949B,SFO,DEN,7,15,108,789,1,10,Fall,-5.0,-20.0,0.0,0,
2023-12-29,F9,4580,N456H,MIA,LAX,7,0,214,1658,4,12,Winter,-8.0,-14.0,0.0,0,
2023-08-04,DL,4521,N436C,DEN,CLT,8,15,226,1651,4,8,Summer,-6.0,-11.0,0.0,0,
2023-06-13,AA,3858,N709E,ORD,PHX,8,45,335,2380,1,6,Summer,-9.0,-20.0,0.0,0,
2023-07-10,F9,3816,N424B,MCO,EWR,8,45,129,971,0,7,Summer,35.0,37.0,1.0,0,LateAircraft
2023-03-16,UA,4185,N907H,ORD,SFO,11,30,200,1518,3,3,Spring,-5.0,-20.0,0.0,0,
2023-01-26,UA,2055,N659A,DFW,JFK,10,45,62,462,3,1,Winter,8.0,15.0,1.0,0,Weather
2023-09-19,NK,1089,N202B,BOS,LAS,8,45,34,290,1,9,Fall,-2.0,-3.0,0.0,0,
2023-10-09,F9,2016,N551D,SFO,LAX,7,15,300,2204,0,10,Fall,3.0,-10.0,0.0,0,
2023-08-09,AA,1742,N767F,BOS,DEN,8,0,78,719,2,8,Summer,-1.0,-13.0,0.0,0,
2023-02-12,WN,5054,N538B,MCO,ATL,5,30,336,2616,6,2,Winter,-4.0,-1.0,0.0,0,
2023-05-02,F9,5256,N993G,JFK,LAS,7,30,186,1369,1,5,Spring,-8.0,-21.0,0.0,0,
2023-05-09,WN,3363,N905E,CLT,LAS,6,15,313,2284,1,5,Spring,-2.0,-4.0,0.0,0,
2023-09-22,AS,751,N579C,BOS,CLT,5,0,283,2057,4,9,Fall,10.0,10.0,0.0,0,
2023-10-10,F9,2983,N625G,CLT,DEN,8,30,152,1149,1,10,Fall,-14.0,-26.0,0.0,0,
2023-03-12,AS,2807,N646E,ATL,SFO,9,45,226,1592,6,3,Spring,1.0,4.0,0.0,0,
2023-09-16,B6,124,N231D,LAX,CLT,7,45,341,2583,5,9,Fall,4.0,2.0,0.0,0,
2023-07-20,UA,5169,N153C,JFK,EWR,7,15,96,747,3,7,Summer,36.0,27.0,1.0,0,Weather
2023-05-10,NK,1838,N179H,LAX,LAS,8,0,246,1888,2,5,Spring,-3.0,-10.0,0.0,0,
2023-11-26,F9,3956,N421F,ATL,MCO,10,15,362,2713,6,11,Fall,115.0,118.0,1.0,0,LateAircraft
2023-03-22,WN,3470,N292H,LAS,SEA,10,30,48,371,2,3,Spring,-7.0,-5.0,0.0,0,
2023-09-11,B6,1295,N348F,LAS,MCO,8,0,81,667,0,9,Fall,1.0,-9.0,0.0,0,
2023-03-06,WN,4612,N272A,LAS,EWR,9,45,175,1332,0,3,Spring,-1.0,-1.0,0.0,0,
2023-05-26,AA,5840,N994F,LAS,JFK,8,0,334,2493,4,5,Spring,4.0,6.0,0.0,0,
2023-05-14,DL,5149,N555C,DEN,SEA,9,0,268,2091,6,5,Spring,94.0,95.0,1.0,0,Weather
2023-04-12,AA,1667,N256D,BOS,LAX,9,0,379,2782,2,4,Spring,-6.0,-9.0,0.0,0,
2023-02-11,F9,2368,N588E,LAS,JFK,9,45,246,1875,5,2,Winter,-3.0,-12.0,0.0,0,
2023-07-15,AA,2350,N748A,SEA,LAS,10,15,194,1366,5,7,Summer,-2.0,3.0,0.0,0,
2023-12-26,AA,1923,N102E,ORD,SEA,6,0,138,1015,1,12,Winter,-2.0,-4.0,0.0,0,
2023-09-17,AA,5743,N305H,PHX,DEN,9,30,114,835,6,9,Fall,-3.0,-5.0,0.0,0,
2023-04-09,DL,5443,N731F,CLT,ORD,8,30,75,548,6,4,Spring,-10.0,-10.0,0.0,0,
2023-03-06,DL,1785,N277G,CLT,BOS,5,30,178,1363,0,3,Spring,-4.0,-7.0,0.0,0,
2023-10-24,AS,4822,N277H,DFW,MCO,7,15,151,1213,1,10,Fall,-4.0,1.0,0.0,0,
2023-08-11,B6,3328,N740B,JFK,DFW,9,15,250,1840,4,8,Summer,111.0,111.0,1.0,0,NAS
2023-09-02,F9,371,N349G,MCO,LAS,10,15,158,1159,5,9,Fall,139.0,137.0,1.0,0,Carrier
2023-07-02,AS,4379,N392F,DEN,SEA,6,45,370,2734,6,7,Summer,3.0,-5.0,0.0,0,
2023-05-29,AS,4257,N587H,MCO,SFO,8,15,140,1031,0,5,Spring,-4.0,-2.0,0.0,0,
2023-04-26,WN,5875,N736B,DEN,MCO,11,30,107,887,2,4,Spring,-5.0,3.0,0.0,0,
2023-11-16,UA,3980,N506F,LAS,PHX,10,15,44,316,3,11,Fall,-3.0,-5.0,0.0,0,
2023-09-15,DL,2392,N607A,MIA,LAX,9,30,284,2199,4,9,Fall,-11.0,-16.0,0.0,0,
2023-03-20,F9,4576,N271G,DFW,CLT,7,0,332,2427,0,3,Spring,-7.0,-6.0,0.0,0,
2023-08-19,WN,2863,N542E,DEN,EWR,8,0,181,1369,5,8,Summer,4.0,2.0,0.0,0,
2023-12-23,F9,5310,N407E,LAX,BOS,7,15,180,1228,5,12,Winter,-7.0,-10.0,0.0,0,
2023-04-29,B6,3532,N113E,DEN,LAS,4,45,62,337,5,4,Spring,-3.0,-10.0,0.0,0,
2023-03-15,NK,3211,N497F,SFO,BOS,8,15,252,1940,2,3,Spring,-0.0,0.0,0.0,0,
2023-01-09,F9,4750,N483F,ATL,MCO,7,15,66,627,0,1,Winter,-11.0,-29.0,0.0,0,
2023-10-06,F9,1605,N809H,ORD,SFO,9,15,258,1932,4,10,Fall,68.0,56.0,1.0,0,LateAircraft
2023-09-27,F9,1345,N325H,LAX,ATL,11,0,176,1411,2,9,Fall,-14.0,-28.0,0.0,0,
2023-02-23,AS,5911,N578B,DEN,EWR,8,0,168,1275,3,2,Winter,-1.0,5.0,0.0,0,
2023-02-14,NK,4605,N500F,DEN,LAS,8,0,199,1536,1,2,Winter,-5.0,-38.0,0.0,0,
2023-08-13,WN,1997,N245C,SFO,CLT,7,30,280,2092,6,8,Summer,55.0,49.0,1.0,0,Carrier
2023-01-16,NK,3566,N921F,SEA,ORD,7,15,127,927,0,1,Winter,-5.0,-16.0,0.0,0,
2023-07-31,UA,3969,N787C,JFK,ORD,9,45,314,2409,0,7,Summer,-11.0,-1.0,0.0,0,
2023-07-19,F9,4362,N503G,LAS,LAX,10,30,48,261,2,7,Summer,0.0,-16.0,0.0,0,
2023-08-29,AA,1821,N194C,ORD,SFO,7,15,36,260,1,8,Summer,-0.0,-6.0,0.0,0,
2023-04-12,UA,4353,N572D,SEA,PHX,7,0,269,2146,2,4,Spring,-5.0,-17.0,0.0,0,
2023-04-05,UA,3065,N187H,MIA,JFK,8,45,306,2339,2,4,Spring,-5.0,-11.0,0.0,0,
2023-07-04,DL,4828,N710B,JFK,ATL,4,0,263,1985,1,7,Summer,-8.0,-7.0,0.0,0,
2023-05-16,DL,1840,N926D,SFO,MIA,8,45,345,2562,1,5,Spring,4.0,16.0,1.0,0,Carrier
2023-01-25,F9,1669,N605A,ORD,PHX,7,30,207,1529,2,1,Winter,36.0,30.0,1.0,0,Carrier
2023-11-14,NK,5800,N968D,ORD,MIA,6,0,149,1197,1,11,Fall,7.0,14.0,0.0,0,
2023-11-29,UA,5501,N334C,JFK,MIA,9,0,268,1904,2,11,Fall,115.0,101.0,1.0,0,LateAircraft
2023-02-19,AA,4355,N800C,MIA,LAS,5,30,57,461,6,2,Winter,44.0,43.0,1.0,0,NAS
2023-06-18,AA,1333,N199E,PHX,SEA,5,30,251,1891,6,6,Summer,-1.0,19.0,1.0,0,Weather
2023-10-17,DL,4999,N603G,DEN,ORD,9,0,21,243,1,10,Fall,,,,1,
2023-04-10,F9,919,N957G,MIA,LAX,10,0,111,779,0,4,Spring,-3.0,-10.0,0.0,0,
2023-03-22,AS,2997,N604E,BOS,JFK,10,15,65,454,2,3,Spring,3.0,-10.0,0.0,0,
2023-01-12,AA,4060,N469H,DFW,SFO,8,30,128,961,3,1,Winter,-0.0,-8.0,0.0,0,
2023-07-27,UA,4729,N422A,SFO,LAS,5,15,319,2340,3,7,Summer,1.0,5.0,0.0,0,
2023-03-18,UA,514,N208B,ATL,LAX,9,0,224,1577,5,3,Spring,107.0,118.0,1.0,0,NAS
2023-03-16,B6,2701,N673A,SEA,LAX,6,45,287,2256,3,3,Spring,3.0,15.0,1.0,0,Carrier
2023-06-19,B6,2252,N763H,MIA,LAX,7,30,201,1596,0,6,Summer,-0.0,-11.0,0.0,0,
2023-11-07,UA,2994,N504F,EWR,MIA,7,30,227,1665,1,11,Fall,-5.0,-25.0,0.0,0,
2023-12-14,UA,5647,N263B,ORD,SEA,8,45,159,1297,3,12,Winter,80.0,64.0,1.0,0,NAS
2023-06-28,DL,2438,N617F,ATL,PHX,9,30,55,394,2,6,Summer,-4.0,-3.0,0.0,0,
2023-03-29,NK,5496,N734E,MIA,EWR,6,30,348,2614,2,3,Spring,-5.0,1.0,0.0,0,
2023-09-22,WN,1374,N270H,DFW,EWR,8,15,324,2465,4,9,Fall,-9.0,-3.0,0.0,0,
2023-08-10,B6,5203,N170A,ORD,JFK,6,30,272,1969,3,8,Summer,-3.0,-5.0,0.0,0,
2023-01-03,AA,2247,N423C,DFW,ORD,7,0,137,1055,1,1,Winter,30.0,23.0,1.0,0,Weather
2023-04-28,AS,769,N714E,SFO,PHX,6,45,270,2042,4,4,Spring,-7.0,-11.0,0.0,0,
2023-05-16,NK,1404,N303F,ATL,MCO,6,30,175,1292,1,5,Spring,-4.0,-18.0,0.0,0,
2023-07-06,UA,5488,N199A,BOS,MCO,7,45,208,1529,3,7,Summer,4.0,22.0,1.0,0,Weather
2023-01-30,NK,3549,N369D,SFO,ORD,6,15,215,1603,0,1,Winter,-3.0,-17.0,0.0,0,
2023-03-08,WN,2705,N228D,BOS,LAS,10,30,323,2449,2,3,Spring,1.0,7.0,0.0,0,
2023-11-07,WN,3238,N205C,ORD,PHX,8,15,94,720,1,11,Fall,1.0,-5.0,0.0,0,
2023-10-26,B6,1884,N685E,CLT,BOS,8,15,116,853,3,10,Fall,-5.0,-12.0,0.0,0,
2023-08-05,NK,1924,N961C,ORD,EWR,7,30,36,204,5,8,Summer,-0.0,1.0,0.0,0,
2023-06-07,F9,3995,N519G,LAX,MIA,7,15,75,440,2,6,Summer,-8.0,-14.0,0.0,0,
2023-03-12,DL,1960,N649F,DFW,ORD,6,0,233,1652,6,3,Spring,2.0,8.0,0.0,0,
2023-11-14,UA,978,N577A,LAS,MIA,8,15,230,1717,1,11,Fall,-5.0,-16.0,0.0,0,
2023-04-20,UA,3084,N126G,BOS,SEA,8,45,216,1627,3,4,Spring,1.0,2.0,0.0,0,
2023-10-12,NK,3351,N878A,BOS,DEN,10,0,93,778,3,10,Fall,1.0,-5.0,0.0,0,
2023-09-15,F9,2525,N680F,SEA,DEN,8,0,218,1703,4,9,Fall,-5.0,-16.0,0.0,0,
2023-03-31,WN,1099,N450E,BOS,ORD,8,0,194,1400,4,3,Spring,3.0,8.0,0.0,0,
2023-12-27,DL,5040,N552B,SEA,PHX,5,15,156,1138,2,12,Winter,46.0,45.0,1.0,0,LateAircraft
2023-02-26,F9,395,N249B,MIA,SEA,7,45,335,2593,6,2,Winter,69.0,65.0,1.0,0,Weather
2023-10-25,WN,3023,N767A,EWR,JFK,10,45,284,2160,2,10,Fall,-7.0,-10.0,0.0,0,
2023-02-18,F9,204,N504H,SFO,ATL,7,45,68,534,5,2,Winter,4.0,8.0,0.0,0,
2023-07-04,AS,1200,N300B,SFO,ORD,9,15,316,2404,1,7,Summer,4.0,-5.0,0.0,0,
2023-07-18,NK,3017,N889D,BOS,PHX,7,30,76,603,1,7,Summer,-4.0,-5.0,0.0,0,
2023-01-18,F9,1130,N944F,SEA,EWR,8,15,87,685,2,1,Winter,104.0,99.0,1.0,0,Carrier
2023-07-17,AA,226,N142E,EWR,ORD,10,45,213,1610,0,7,Summer,42.0,44.0,1.0,0,Carrier
2023-08-20,AA,2681,N349C,LAS,CLT,7,45,219,1578,6,8,Summer,-8.0,-12.0,0.0,0,
2023-01-27,UA,920,N600F,DFW,LAS,6,45,362,2702,4,1,Winter,0.0,-1.0,0.0,0,
2023-04-28,F9,4112,N789H,MIA,DEN,7,30,239,1852,4,4,Spring,2.0,-3.0,0.0,0,
2023-02-23,B6,1100,N825C,MIA,ORD,6,15,204,1494,3,2,Winter,-7.0,-11.0,0.0,0,
2023-06-01,F9,3157,N992H,SEA,CLT,6,30,268,2061,3,6,Summer,-9.0,-9.0,0.0,0,
2023-08-13,WN,2534,N573E,CLT,DFW,10,0,286,2118,6,8,Summer,,,,1,
2023-06-11,F9,3445,N690C,MIA,SEA,8,0,169,1210,6,6,Summer,43.0,22.0,1.0,0,Carrier
2023-05-30,UA,2131,N817B,EWR,LAS,6,15,60,444,1,5,Spring,-7.0,-22.0,0.0,0,
2023-08-04,AA,315,N597D,BOS,EWR,9,0,161,1228,4,8,Summer,-7.0,0.0,0.0,0,
2023-11-15,F9,4178,N983G,PHX,SEA,7,45,356,2710,2,11,Fall,-4.0,-10.0,0.0,0,
2023-12-14,WN,1280,N439D,ORD,ATL,7,45,243,1667,3,12,Winter,-12.0,-16.0,0.0,0,
2023-12-06,UA,2303,N769H,JFK,LAS,8,0,244,1940,2,12,Winter,-4.0,5.0,0.0,0,
2023-11-13,B6,2218,N653B,MCO,LAX,3,0,249,1882,0,11,Fall,0.0,-4.0,0.0,0,
2023-12-04,UA,3000,N402B,MIA,DEN,7,45,320,2405,0,12,Winter,-3.0,-2.0,0.0,0,
2023-02-11,AA,4965,N777H,SEA,ATL,8,0,149,1088,5,2,Winter,0.0,-8.0,0.0,0,
2023-12-18,DL,2675,N232E,ORD,LAX,6,30,315,2270,0,12,Winter,28.0,37.0,1.0,0,Carrier
2023-06-10,NK,3295,N123B,LAS,LAX,5,0,216,1509,5,6,Summer,10.0,14.0,0.0,0,
2023-03-15,AS,1253,N924G,CLT,PHX,9,45,47,284,2,3,Spring,-3.0,-20.0,0.0,0,
2023-01-25,AS,4542,N975G,SFO,CLT,6,0,274,2043,2,1,Winter,5.0,-4.0,0.0,0,
2023-10-30,UA,4458,N128B,LAX,BOS,10,30,240,1716,0,10,Fall,-9.0,-13.0,0.0,0,
2023-08-30,DL,2973,N658F,ORD,BOS,8,15,183,1502,2,8,Summer,48.0,36.0,1.0,0,LateAircraft
2023-06-22,AS,1628,N851F,SEA,LAS,9,30,49,364,3,6,Summer,-6.0,-5.0,0.0,0,
2023-10-14,DL,2001,N145H,LAS,MIA,9,0,50,350,5,10,Fall,-1.0,-2.0,0.0,0,
2023-06-08,F9,1139,N641E,SEA,JFK,7,30,189,1442,3,6,Summer,-6.0,-15.0,0.0,0,
2023-12-20,AS,5754,N174G,SEA,DFW,6,0,137,964,2,12,Winter,-4.0,11.0,0.0,0,
2023-08-06,AS,3358,N833B,EWR,DEN,7,0,198,1499,6,8,Summer,116.0,117.0,1.0,0,NAS
2023-04-25,NK,4918,N530F,JFK,LAX,11,30,318,2292,1,4,Spring,-5.0,-18.0,0.0,0,
2023-08-29,UA,1086,N960C,SFO,ATL,9,30,60,417,1,8,Summer,1.0,7.0,0.0,0,
2023-11-04,AA,5751,N405A,BOS,JFK,9,30,265,1982,5,11,Fall,80.0,72.0,1.0,0,NAS
2023-07-31,DL,504,N573D,DFW,MIA,10,30,326,2421,0,7,Summer,-14.0,-35.0,0.0,0,
2023-12-29,DL,2149,N624B,PHX,CLT,7,0,357,2600,4,12,Winter,0.0,-21.0,0.0,0,
2023-03-27,UA,3027,N230E,ORD,CLT,9,45,331,2483,0,3,Spring,1.0,1.0,0.0,0,
2023-05-13,F9,475,N838F,MIA,DEN,10,45,327,2516,5,5,Spring,-4.0,4.0,0.0,0,
2023-09-25,AA,4718,N247C,EWR,MCO,6,0,344,2521,0,9,Fall,-0.0,9.0,0.0,0,
2023-10-04,AS,3083,N935D,MIA,MCO,8,0,250,1918,2,10,Fall,3.0,4.0,0.0,0,
2023-09-22,WN,3965,N232E,MCO,JFK,7,0,198,1499,4,9,Fall,70.0,62.0,1.0,0,Weather
2023-04-03,AS,2587,N392A,EWR,ORD,6,30,347,2688,0,4,Spring,8.0,7.0,0.0,0,
2023-04-01,WN,2554,N266C,SEA,MCO,7,0,46,400,5,4,Spring,-9.0,-14.0,0.0,0,
2023-05-25,B6,1528,N820D,ORD,SFO,7,30,247,1852,3,5,Spring,-0.0,-2.0,0.0,0,
2023-12-26,UA,2350,N110D,PHX,CLT,7,0,57,428,1,12,Winter,-3.0,5.0,0.0,0,
2023-06-01,DL,1127,N855H,PHX,MIA,9,15,306,2304,3,6,Summer,-8.0,1.0,0.0,0,
2023-06-04,AA,5012,N568B,SEA,LAX,6,0,93,704,6,6,Summer,-2.0,-9.0,0.0,0,
2023-05-16,DL,575,N314D,LAS,MIA,9,30,351,2660,1,5,Spring,148.0,149.0,1.0,0,NAS
2023-09-10,WN,2967,N792F,DEN,ATL,8,0,188,1365,6,9,Fall,-3.0,-12.0,0.0,0,
2023-11-14,AA,1925,N714F,DEN,SEA,8,30,295,2208,1,11,Fall,-10.0,-17.0,0.0,0,
2023-01-29,AA,2360,N781E,LAS,SEA,6,0,137,1016,6,1,Winter,-3.0,-10.0,0.0,0,
2023-03-24,NK,1461,N389H,JFK,SFO,10,0,199,1469,4,3,Spring,-2.0,-8.0,0.0,0,
2023-11-26,F9,1856,N696C,MIA,ORD,7,45,346,2650,6,11,Fall,-3.0,-3.0,0.0,0,
2023-02-03,AS,4490,N409C,JFK,LAX,10,45,104,793,4,2,Winter,-12.0,-23.0,0.0,0,
2023-11-12,UA,1143,N791E,JFK,MCO,8,45,313,2357,6,11,Fall,-3.0,-1.0,0.0,0,
2023-04-14,NK,381,N806G,MCO,DEN,7,30,285,2165,4,4,Spring,-8.0,-10.0,0.0,0,
2023-08-21,UA,1956,N327E,CLT,SEA,5,0,91,703,0,8,Summer,-0.0,6.0,0.0,0,
2023-08-25,B6,2750,N483D,MCO,LAX,6,15,34,306,4,8,Summer,1.0,-2.0,0.0,0,
2023-08-11,AS,3705,N495F,MIA,LAS,7,0,172,1307,4,8,Summer,6.0,12.0,0.0,0,
2023-03-31,UA,4260,N477F,DFW,SFO,10,0,125,898,4,3,Spring,-1.0,-0.0,0.0,0,
2023-11-29,DL,3170,N614D,JFK,PHX,7,15,311,2341,2,11,Fall,30.0,42.0,1.0,0,Carrier
2023-08-28,AS,5770,N322G,MIA,BOS,4,15,251,1846,0,8,Summer,-5.0,-18.0,0.0,0,
2023-08-06,AA,3571,N796H,LAS,SFO,7,0,39,242,6,8,Summer,5.0,1.0,0.0,0,
2023-07-01,NK,3295,N722G,MIA,SFO,9,30,277,2069,5,7,Summer,4.0,18.0,1.0,0,LateAircraft
2023-09-14,DL,1917,N418G,LAX,ORD,8,45,127,941,3,9,Fall,-6.0,-12.0,0.0,0,
2023-08-20,B6,5734,N354H,CLT,SEA,7,0,220,1736,6,8,Summer,9.0,4.0,0.0,0,
2023-07-08,AA,3468,N582D,SFO,LAS,8,30,166,1289,5,7,Summer,,,,1,
2023-11-25,B6,5651,N817D,MIA,BOS,7,45,98,775,5,11,Fall,29.0,20.0,1.0,0,LateAircraft
2023-12-10,AA,535,N537D,MCO,JFK,7,45,240,1798,6,12,Winter,-10.0,-14.0,0.0,0,
2023-09-12,UA,4739,N925H,ORD,SEA,7,45,60,419,1,9,Fall,1.0,2.0,0.0,0,
2023-02-14,UA,3235,N287H,BOS,LAX,7,15,39,328,1,2,Winter,7.0,0.0,0.0,0,
2023-11-12,AS,1014,N654H,JFK,LAS,8,15,238,1823,6,11,Fall,-3.0,-6.0,0.0,0,
2023-03-27,F9,764,N583A,PHX,ORD,9,30,202,1477,0,3,Spring,3.0,11.0,0.0,0,
2023-07-20,WN,537,N200G,CLT,EWR,8,45,137,886,3,7,Summer,50.0,65.0,1.0,0,LateAircraft
2023-12-25,AS,3367,N768A,ATL,DFW,8,30,326,2521,0,12,Winter,194.0,198.0,1.0,0,LateAircraft
2023-12-09,WN,3166,N176A,ORD,DFW,7,15,283,2112,5,12,Winter,-2.0,-7.0,0.0,0,
2023-07-31,WN,3829,N355C,LAX,JFK,8,45,324,2413,0,7,Summer,54.0,45.0,1.0,0,NAS
2023-04-29,WN,2084,N767H,DFW,SEA,7,0,378,2732,5,4,Spring,-5.0,-20.0,0.0,0,
2023-10-25,UA,3214,N820H,CLT,ATL,6,30,269,1999,2,10,Fall,-11.0,-20.0,0.0,0,
2023-06-04,B6,449,N511A,ATL,CLT,6,0,354,2625,6,6,Summer,-0.0,-16.0,0.0,0,
2023-07-05,DL,572,N641B,ATL,BOS,8,0,269,1969,2,7,Summer,6.0,9.0,0.0,0,
2023-07-16,WN,2145,N746D,CLT,PHX,8,15,92,830,6,7,Summer,5.0,-5.0,0.0,0,
2023-12-03,B6,4867,N647G,ATL,ORD,9,15,28,209,6,12,Winter,6.0,9.0,0.0,0,
2023-07-20,WN,1813,N735B,BOS,LAS,8,45,289,2199,3,7,Summer,-4.0,-22.0,0.0,0,
2023-09-23,WN,5728,N271H,PHX,DFW,8,45,79,569,5,9,Fall,-7.0,-17.0,0.0,0,
2023-08-24,UA,1458,N335H,PHX,DFW,10,15,335,2513,3,8,Summer,3.0,5.0,0.0,0,
2023-07-13,F9,4928,N663E,PHX,ATL,7,15,125,990,3,7,Summer,-7.0,-22.0,0.0,0,
2023-01-25,NK,5195,N425C,LAS,LAX,6,45,326,2481,2,1,Winter,4.0,1.0,0.0,0,
2023-09-16,AS,348,N306C,BOS,DFW,6,15,358,2575,5,9,Fall,-16.0,-27.0,0.0,0,
2023-03-12,B6,552,N112C,MIA,MCO,6,0,244,1756,6,3,Spring,3.0,2.0,0.0,0,
2023-01-28,WN,2559,N768A,DFW,ORD,7,0,120,852,5,1,Winter,1.0,-12.0,0.0,0,
2023-01-11,NK,880,N493A,BOS,CLT,5,0,191,1355,2,1,Winter,1.0,0.0,0.0,0,
2023-12-15,UA,2935,N637C,LAX,SEA,10,30,198,1516,4,12,Winter,35.0,12.0,0.0,0,
2023-04-28,AA,3466,N933A,JFK,ATL,10,45,247,1884,4,4,Spring,-5.0,-7.0,0.0,0,
2023-07-27,WN,455,N976F,CLT,EWR,7,45,211,1669,3,7,Summer,5.0,-15.0,0.0,0,
2023-04-03,AA,4797,N235A,ATL,MIA,5,45,254,1897,0,4,Spring,-4.0,-2.0,0.0,0,
2023-05-21,DL,1812,N419F,ATL,ORD,7,15,39,293,6,5,Spring,2.0,4.0,0.0,0,
2023-12-21,UA,2931,N428D,JFK,SFO,10,0,53,358,3,12,Winter,151.0,151.0,1.0,0,Carrier
2023-01-11,AA,2880,N690F,LAS,PHX,8,0,205,1592,2,1,Winter,66.0,61.0,1.0,0,Weather
2023-10-18,B6,5346,N243B,MIA,CLT,8,15,267,1881,2,10,Fall,-1.0,-6.0,0.0,0,
2023-08-27,B6,3254,N328F,LAS,MIA,9,30,299,2183,6,8,Summer,-0.0,-2.0,0.0,0,
2023-09-21,AS,1858,N128B,LAX,ORD,8,45,88,591,3,9,Fall,2.0,-11.0,0.0,0,
2023-09-20,UA,2122,N252D,CLT,LAX,9,45,151,1150,2,9,Fall,0.0,-8.0,0.0,0,
2023-03-10,NK,3305,N449G,MIA,ATL,7,45,53,360,4,3,Spring,-3.0,9.0,0.0,0,
2023-03-11,DL,2696,N628G,SFO,ORD,9,0,42,340,5,3,Spring,6.0,18.0,1.0,0,LateAircraft
2023-07-04,WN,475,N641C,LAS,MIA,6,45,130,1130,1,7,Summer,0.0,-9.0,0.0,0,
2023-05-04,AA,5375,N617D,BOS,PHX,8,30,328,2470,3,5,Spring,-10.0,-24.0,0.0,0,
2023-08-10,F9,3905,N819F,SEA,ATL,7,30,273,2070,3,8,Summer,1.0,-3.0,0.0,0,
2023-01-11,B6,461,N465D,JFK,ATL,8,30,38,268,2,1,Winter,-2.0,4.0,0.0,0,
2023-06-15,AA,3051,N789D,PHX,BOS,9,0,131,938,3,6,Summer,-4.0,-3.0,0.0,0,
2023-04-01,B6,371,N226F,SEA,DFW,7,30,294,2269,5,4,Spring,-5.0,-7.0,0.0,0,
2023-09-05,B6,5718,N609B,BOS,SFO,9,15,346,2557,1,9,Fall,-12.0,-16.0,0.0,0,
2023-12-07,F9,4931,N708E,ORD,MCO,6,15,150,1170,3,12,Winter,,,,1,
2023-11-01,AA,5750,N426A,MCO,MIA,8,15,188,1480,2,11,Fall,,,,1,
2023-10-18,AS,958,N721H,SFO,EWR,5,0,278,1988,2,10,Fall,6.0,20.0,1.0,0,NAS
2023-06-06,UA,5239,N516A,MIA,BOS,5,15,103,663,1,6,Summer,-6.0,-16.0,0.0,0,
2023-03-29,UA,727,N171G,DEN,EWR,6,45,303,2205,2,3,Spring,-4.0,-18.0,0.0,0,
2023-08-16,NK,2738,N988F,JFK,SFO,8,0,144,1141,2,8,Summer,-4.0,-10.0,0.0,0,
2023-05-14,NK,2592,N503H,ORD,CLT,9,15,108,850,6,5,Spring,1.0,-0.0,0.0,0,
2023-09-23,AA,2642,N147C,DFW,ORD,7,45,314,2352,5,9,Fall,-3.0,-26.0,0.0,0,
2023-03-25,WN,1382,N228G,CLT,LAX,6,0,34,270,5,3,Spring,1.0,-6.0,0.0,0,
2023-07-31,DL,1754,N837D,ORD,BOS,6,15,243,1798,0,7,Summer,-7.0,-8.0,0.0,0,
2023-08-06,AS,5025,N328B,MIA,LAS,6,15,114,869,6,8,Summer,7.0,11.0,0.0,0,
2023-12-07,UA,1463,N505C,BOS,JFK,9,15,116,903,3,12,Winter,-6.0,5.0,0.0,0,
2023-08-25,NK,5581,N262E,ORD,ATL,11,0,172,1287,4,8,Summer,7.0,3.0,0.0,0,
